query_id	 spl_est	 spl_ci	 aqpp_est	 aqpp_ci	 real_value	 selectively	 time_spl	 time_aqpp	 time_direct	 error_spl	 error_aqpp
199	28426866773.333092	1292029502.475537	-1.000000	433177870.037819	28357813175.220001	0.010441	0.001000	0.003000	1.026000	0.045562	0.015275
200	97948283639.996872	2118289970.936746	-1.000000	130032752.024608	97867285595.779999	0.043712	0.000000	0.002000	1.066000	0.021645	0.001329
201	83557402439.994980	1841311137.790290	-1.000000	274097512.997245	82997243670.039993	0.042085	0.000000	0.003000	1.180000	0.022185	0.003302
202	28946013253.332825	909988263.232963	-1.000000	213256522.975652	28667838565.840000	0.024136	0.005000	0.015000	1.106000	0.031742	0.007439
203	44224764013.335716	1212939262.472681	-1.000000	129758409.800139	44424763938.040001	0.031433	0.001000	0.003000	1.160000	0.027303	0.002921
204	88446011773.326416	2016297126.549969	-1.000000	232893503.363193	88520274740.720001	0.039558	0.000000	0.002000	1.043000	0.022778	0.002631
205	39606517493.331482	1282268643.130888	-1.000000	165974452.374501	40087672728.260002	0.019948	0.000000	0.002000	1.042000	0.031987	0.004140
206	29824183466.669712	756442684.394934	-1.000000	181315974.820050	29265759170.560001	0.032100	0.001000	0.001000	0.853000	0.025847	0.006195
207	74207088733.328979	1739491720.546572	-1.000000	324888025.657938	74906101867.100006	0.037376	0.000000	0.002000	0.915000	0.023222	0.004337
208	83200979519.993317	1983308771.476467	-1.000000	61301602.034450	82272514813.919998	0.036187	0.001000	0.002000	1.013000	0.024107	0.000745
209	67591300733.329460	1663012194.472746	-1.000000	182102296.383800	68613627426.660004	0.034043	0.000000	0.003000	0.963000	0.024237	0.002654
210	19957627133.332897	914812065.156406	-1.000000	176896708.644382	19930689849.860001	0.010052	0.000000	0.004000	0.860000	0.045900	0.008876
211	66918695619.996178	1655007274.984867	-1.000000	178212557.829392	68086117570.480003	0.033705	0.001000	0.002000	0.957000	0.024308	0.002617
212	91397111219.994431	1921781474.842929	-1.000000	152815242.794029	91420068004.360001	0.046034	0.001000	0.003000	0.977000	0.021021	0.001672
213	53221248279.998489	1545984642.632428	-1.000000	209267758.927446	54104931995.559998	0.026646	0.001000	0.001000	0.888000	0.028574	0.003868
214	60137512919.996666	1571683439.787827	-1.000000	345783685.859748	59363928829.160004	0.030289	0.000000	0.003000	0.909000	0.026475	0.005825
215	76608213539.999908	1946601543.659880	-1.000000	25921268.499956	76429104494.919998	0.040991	0.000000	0.002000	0.922000	0.025469	0.000339
216	17614290026.666382	624532078.267380	-1.000000	139401099.000795	17667570269.080002	0.017805	0.001000	0.001000	0.863000	0.035349	0.007890
217	29574183613.334644	1136793255.981364	-1.000000	333903805.763952	29039275135.080002	0.014234	0.000000	0.001000	0.810000	0.039147	0.011498
218	27196235440.001968	860757830.949277	-1.000000	201299225.558099	26523542930.880001	0.024497	0.000000	0.002000	0.855000	0.032453	0.007589
219	28487279920.000343	1437009370.104881	-1.000000	188861317.300062	29562483963.040001	0.009058	0.000000	0.002000	0.785000	0.048609	0.006389
220	36591514853.335724	1092578116.529888	-1.000000	84651400.968897	36389804211.040001	0.027229	0.000000	0.002000	0.898000	0.030024	0.002326
221	95423778159.998352	1993188477.825626	-1.000000	181492255.473848	95847490758.399994	0.046778	0.000000	0.002000	0.981000	0.020795	0.001894
222	17895706539.999714	866721437.102992	-1.000000	151260433.823880	18206847049.639999	0.009013	0.001000	0.002000	0.899000	0.047604	0.008308
223	45571753006.664383	1373336119.825860	-1.000000	155841146.915256	44702548726.599998	0.022953	0.001000	0.002000	0.939000	0.030722	0.003486
224	45615781560.005119	1162297152.287427	-1.000000	224229962.392473	45392164948.680000	0.037142	0.000000	0.001000	0.935000	0.025606	0.004940
225	19789202066.666512	932125061.639643	-1.000000	0.000000	19744488855.000000	0.009524	0.001000	0.001000	0.821000	0.047209	0.000000
226	77110300079.993881	1911957895.894610	-1.000000	86692112.553093	76362142469.039993	0.033538	0.001000	0.002000	0.924000	0.025038	0.001135
227	69180924959.994629	1814215237.302164	-1.000000	171551957.173663	69809758882.559998	0.030089	0.001000	0.003000	1.023000	0.025988	0.002457
228	32340756959.998447	1190772261.654436	-1.000000	239354074.579481	32874687998.980000	0.015567	0.001000	0.001000	0.847000	0.036222	0.007281
229	80040008486.661896	1803804660.193956	-1.000000	126004151.296074	79976640263.940002	0.040313	0.000000	0.003000	0.939000	0.022554	0.001576
230	97272004579.996964	2181219421.447768	-1.000000	210945942.855488	97783520483.729996	0.042146	0.001000	0.002000	0.988000	0.022307	0.002157
231	59222336026.675552	1357070198.249863	-1.000000	277877097.307322	59018984227.440002	0.045712	0.001000	0.001000	0.890000	0.022994	0.004708
232	26029131946.666401	824867800.424724	-1.000000	0.000000	26218157055.040001	0.022825	0.000000	0.002000	1.152000	0.031462	0.000000
233	36475044506.665039	1231523737.141831	-1.000000	144956730.041989	36288589548.199997	0.018371	0.001000	0.003000	0.876000	0.033937	0.003995
234	74793720246.660767	1880490818.919476	-1.000000	143489212.493776	73880547599.660004	0.032666	0.000000	0.002000	0.914000	0.025453	0.001942
235	21582967919.999760	881957041.672793	-1.000000	243738490.258691	21550464685.360001	0.018432	0.000000	0.003000	1.023000	0.040925	0.011310
236	54304593166.663757	1495779250.833427	-1.000000	114348809.522685	53778847520.620003	0.027351	0.001000	0.003000	0.957000	0.027814	0.002126
237	19216923599.999287	966827758.080691	-1.000000	216727242.343989	18678734820.720001	0.008358	0.000000	0.002000	0.805000	0.051761	0.011603
238	32892222719.998013	1261093872.153996	-1.000000	173366890.824600	32181311465.279999	0.014306	0.000000	0.002000	0.844000	0.039187	0.005387
239	90527506623.332581	2092955214.617010	-1.000000	146316014.764466	90488929376.449997	0.049027	0.001000	0.003000	1.125000	0.023129	0.001617
240	49978118040.002014	1428068106.260974	-1.000000	247565416.642047	50275804321.639999	0.025646	0.000000	0.001000	0.850000	0.028405	0.004924
241	85242480866.675369	1833148584.467372	-1.000000	111961843.746374	84912300262.679993	0.049566	0.000000	0.002000	0.988000	0.021589	0.001319
242	15815073066.666397	555116318.498662	-1.000000	42905339.193240	15522605152.639999	0.017022	0.001000	0.002000	0.950000	0.035762	0.002764
243	96932320513.327362	1976225717.587308	-1.000000	213885441.260826	95550469847.460007	0.048822	0.001000	0.002000	0.990000	0.020683	0.002238
244	33200229446.665276	1175925956.940568	-1.000000	243464167.856858	33347574071.740002	0.016722	0.001000	0.003000	0.847000	0.035263	0.007301
245	29810653519.999428	931384355.293400	-1.000000	163106689.485259	29112819705.119999	0.024591	0.001000	0.002000	0.933000	0.031992	0.005603
246	47396773360.000946	1432204797.262471	-1.000000	237964771.960098	47549817600.959999	0.025569	0.000000	0.002000	0.867000	0.030120	0.005005
247	77045640666.669037	1790708598.300269	-1.000000	303939018.217422	75842337281.919998	0.043296	0.000000	0.002000	0.916000	0.023611	0.004008
248	30939835213.332108	1135846672.276427	-1.000000	170157510.249277	31546558104.500000	0.015583	0.000000	0.003000	0.874000	0.036005	0.005394
249	50721041333.330681	1446924541.636401	-1.000000	190826910.122811	50456828813.239998	0.025546	0.000000	0.003000	0.930000	0.028676	0.003782
250	66257116819.996223	1647089914.918993	-1.000000	256522729.583115	66662366913.940002	0.033371	0.001000	0.002000	0.930000	0.024708	0.003848
251	73336009979.995712	1729646107.717034	-1.000000	146558103.426816	72428820050.500000	0.036937	0.000000	0.003000	0.990000	0.023881	0.002023
252	36045018286.665070	1224377679.368544	-1.000000	394009384.828248	37547309373.080002	0.018155	0.001000	0.002000	0.901000	0.032609	0.010494
253	89520343279.998611	2231308733.675761	-1.000000	128664534.030826	88969831338.419998	0.040075	0.001000	0.001000	0.923000	0.025079	0.001446
254	89773687026.664429	2460496537.593164	-1.000000	583031691.874299	88793967900.229996	0.036265	0.000000	0.001000	0.892000	0.027710	0.006566
255	46275656213.337975	1299319867.719896	-1.000000	295039863.862399	46413486985.320000	0.029978	0.000000	0.002000	0.873000	0.027994	0.006357
256	27102678173.332382	1064125156.218348	-1.000000	265456094.482027	26829104313.220001	0.013651	0.000000	0.003000	0.879000	0.039663	0.009894
257	64669153626.677948	1492775643.114763	-1.000000	162308453.146581	64162818942.080002	0.046878	0.000000	0.002000	0.973000	0.023265	0.002530
258	55274908739.997017	1508704218.127061	-1.000000	168790061.052457	56610371705.680000	0.027840	0.000000	0.003000	0.937000	0.026651	0.002982
259	33377434079.997967	1270225367.393959	-1.000000	203280535.353214	32885953278.480000	0.014517	0.001000	0.002000	1.086000	0.038625	0.006181
260	59952164306.663055	1598393814.674305	-1.000000	299385229.258317	60096383168.919998	0.029251	0.000000	0.002000	0.901000	0.026597	0.004982
261	41568494186.664360	1349734749.817849	-1.000000	249581200.625830	41797637243.699997	0.019932	0.001000	0.003000	0.948000	0.032292	0.005971
262	46707463279.997635	1389936462.509301	-1.000000	158811693.502980	48209114840.239998	0.023525	0.000000	0.003000	0.930000	0.028831	0.003294
263	54687207003.334892	1918453617.623693	-1.000000	448108771.261700	54168478403.410004	0.019643	0.000000	0.001000	0.813000	0.035416	0.008273
264	23188336939.999332	985269432.688778	-1.000000	140053674.256153	22906868239.540001	0.011679	0.001000	0.002000	0.889000	0.043012	0.006114
265	77285854566.660538	1909212077.178574	-1.000000	215496900.416657	78253113750.479996	0.033805	0.000000	0.002000	0.924000	0.024398	0.002754
266	36287597179.998390	1228414294.691155	-1.000000	233688957.108248	35818173942.459999	0.018277	0.001000	0.002000	0.927000	0.034296	0.006524
267	14874496686.666597	790786837.220328	-1.000000	341708990.414563	14654201972.580000	0.007492	0.001000	0.002000	1.055000	0.053963	0.023318
268	69639143823.334229	1875547722.246904	-1.000000	381957224.174614	69677857504.889999	0.038642	0.000000	0.002000	1.099000	0.026917	0.005482
269	16714256346.666389	592286219.221348	-1.000000	50570727.625570	16727208156.879999	0.017372	0.001000	0.002000	1.031000	0.035409	0.003023
270	28576395359.998413	1176569697.966227	-1.000000	193855342.271955	28345753970.639999	0.012429	0.001000	0.002000	0.836000	0.041508	0.006839
271	19178617439.999290	965871775.473991	-1.000000	227951452.919740	18925005123.360001	0.008341	0.000000	0.002000	1.018000	0.051037	0.012045
272	64459827746.663025	1625357395.362080	-1.000000	122251445.688089	63569783734.400002	0.032466	0.000000	0.003000	1.036000	0.025568	0.001923
273	88761822333.327942	1895190156.066316	-1.000000	124137664.694056	88324276167.639999	0.044706	0.001000	0.003000	1.100000	0.021457	0.001405
274	99989532386.664352	2144276610.849705	-1.000000	79139148.869810	100819131739.559998	0.044406	0.000000	0.002000	1.201000	0.021269	0.000785
275	35947241426.669098	1084189573.698799	-1.000000	153556441.557161	35592841858.000000	0.026763	0.001000	0.002000	1.050000	0.030461	0.004314
276	80652296486.661072	1877789109.012512	-1.000000	155379185.548111	80332660984.220001	0.038070	0.001000	0.002000	0.939000	0.023375	0.001934
277	15822759633.333197	815407850.229947	-1.000000	249205977.423041	15228353134.160000	0.007969	0.001000	0.002000	0.845000	0.053545	0.016365
278	11553001173.333145	475561626.741840	-1.000000	108889462.780514	11605812681.600000	0.012434	0.001000	0.002000	0.901000	0.040976	0.009382
279	84618307439.993179	1999490522.384536	-1.000000	111916549.656199	84691778654.880005	0.036804	0.001000	0.003000	1.070000	0.023609	0.001321
280	57899171313.330162	1543052939.847277	-1.000000	237647427.651233	58053440463.180000	0.029162	0.001000	0.002000	0.904000	0.026580	0.004094
281	31125594023.333118	1348220901.876817	-1.000000	729441839.530196	31219840866.860001	0.011768	0.000000	0.003000	1.017000	0.043185	0.023365
282	74714299146.662277	1745194748.868491	-1.000000	239602074.991905	73789985352.559998	0.037631	0.000000	0.003000	0.957000	0.023651	0.003247
283	46597200146.664314	1388334347.542319	-1.000000	262915179.875969	46861809614.040001	0.023469	0.000000	0.003000	0.887000	0.029626	0.005610
284	26673973999.999733	836843983.453425	-1.000000	0.000000	26221569776.080002	0.023292	0.001000	0.002000	1.000000	0.031914	0.000000
285	11938753199.999968	763270969.114923	-1.000000	289697955.584255	11836296990.719999	0.005193	0.000000	0.001000	0.822000	0.064486	0.024475
286	103010100286.669098	2159231769.949875	-1.000000	140655069.604756	103611301853.479996	0.046489	0.001000	0.002000	0.978000	0.020840	0.001358
287	44220351613.337639	1340553842.769363	-1.000000	201858891.110677	44247331758.919998	0.024230	0.000000	0.002000	0.849000	0.030297	0.004562
288	75541272646.662216	1754446703.595322	-1.000000	261120213.971709	74236352568.919998	0.038048	0.001000	0.003000	0.938000	0.023633	0.003517
289	106246205186.663757	2208460397.891382	-1.000000	0.000000	107031892911.479996	0.047128	0.000000	0.003000	1.133000	0.020634	0.000000
290	63280012219.996445	1610908612.963885	-1.000000	176865444.126471	63719201306.379997	0.031872	0.001000	0.002000	1.067000	0.025281	0.002776
291	49082959679.996498	1535003168.174295	-1.000000	164091392.661964	49872705012.000000	0.021348	0.000000	0.003000	1.008000	0.030778	0.003290
292	59482463259.996017	1632184258.777188	-1.000000	389753252.960524	59671134759.639999	0.027701	0.000000	0.002000	0.856000	0.027353	0.006532
293	16263983786.666388	562801309.192972	-1.000000	0.000000	15690962152.320000	0.017505	0.000000	0.003000	0.948000	0.035868	0.000000
294	37052628246.667015	1572555761.295287	-1.000000	407466793.371959	36855475595.339996	0.015561	0.001000	0.001000	0.812000	0.042668	0.011056
295	26275704673.332443	1047985974.250216	-1.000000	86443355.953473	27215631727.119999	0.013234	0.000000	0.002000	0.903000	0.038507	0.003176
296	51304716959.996292	1568584919.369107	-1.000000	209347617.353510	50622394869.360001	0.022314	0.001000	0.001000	0.859000	0.030986	0.004135
297	14345233646.666636	776694839.616098	-1.000000	179484818.495013	13915946189.660000	0.007225	0.001000	0.002000	0.895000	0.055813	0.012898
298	40796060399.997276	1402010543.505298	-1.000000	35392889.557449	40563082334.879997	0.017744	0.000000	0.002000	0.872000	0.034564	0.000873
299	89706173813.327332	2039641469.527361	-1.000000	85200144.360457	89429400996.240005	0.040519	0.001000	0.002000	1.105000	0.022807	0.000953
